100	7	-78.22
8	9	-89.69
9	8	-89.25
8	14	-71.03
14	8	-73.69
8	15	-81.63
15	8	-75.08
8	18	-77.68
18	8	-81.72
8	21	-80.08
21	8	-82.79
8	23	-86.56
23	8	-85.16
8	30	-84.30
30	8	-84.70
8	37	-86.56
37	8	-84.16
8	40	-86.16
40	8	-83.27
8	41	-77.18
41	8	-78.73
8	42	-83.99
42	8	-89.16
8	46	-86.66
46	8	-85.21
8	48	-84.19
48	8	-80.95
8	52	-83.91
52	8	-84.26
8	58	-79.47
58	8	-81.32
8	66	-85.14
66	8	-86.74
8	74	-87.94
74	8	-84.73
8	78	-86.67
78	8	-89.17
8	85	-83.67
85	8	-83.36
8	86	-81.42
86	8	-80.16
8	90	-89.03
90	8	-89.09
8	92	-68.94
92	8	-65.03
8	96	-84.91
96	8	-82.35
9	11	-79.33
11	9	-80.78
9	12	-83.99
12	9	-85.12
9	14	-81.22
14	9	-84.33
9	15	-71.17
15	9	-65.06
9	21	-83.84
21	9	-86.99
9	23	-70.45
23	9	-69.50
9	26	-80.53
26	9	-82.74
9	27	-87.21
27	9	-85.43
9	30	-76.52
30	9	-77.36
9	35	-85.18
35	9	-82.89
9	37	-84.44
37	9	-82.48
9	38	-86.30
38	9	-87.32
9	40	-82.42
40	9	-79.98
9	41	-81.43
41	9	-83.42
9	46	-74.02
46	9	-73.01
9	51	-87.46
51	9	-86.54
9	59	-84.11
59	9	-80.68
9	74	-89.15
74	9	-86.38
9	82	-75.98
82	9	-72.01
9	83	-85.68
83	9	-85.60
9	85	-86.48
85	9	-86.61
9	86	-84.65
86	9	-83.84
9	88	-82.91
88	9	-86.63
9	90	-85.58
90	9	-86.08
9	96	-75.36
96	9	-73.25
9	97	-79.81
97	9	-81.49
9	98	-89.00
98	9	-89.41
9	100	-59.26
100	9	-58.70
10	12	-81.52
12	10	-86.69
10	13	-68.66
13	10	-70.83
10	15	-87.78
15	10	-85.69
10	16	-70.50
16	10	-76.59
10	17	-80.65
17	10	-81.66
10	20	-81.48
20	10	-79.64
10	24	-85.55
24	10	-87.00
10	27	-75.28
27	10	-77.53
10	29	-62.53
29	10	-66.42
10	30	-76.20
30	10	-81.07
10	32	-82.40
32	10	-84.10
10	34	-68.09
34	10	-72.64
10	38	-72.28
38	10	-77.33
10	39	-83.32
39	10	-85.11
10	40	-86.27
40	10	-87.86
10	43	-80.81
43	10	-79.70
10	46	-84.11
46	10	-87.14
10	55	-81.15
55	10	-84.69
10	57	-84.72
57	10	-85.96
10	59	-68.30
59	10	-68.91
10	60	-79.33
60	10	-87.43
10	61	-81.65
61	10	-81.45
10	64	-78.27
64	10	-77.61
10	71	-77.81
71	10	-81.40
10	75	-61.91
75	10	-65.02
10	76	-86.96
76	10	-89.57
10	82	-83.93
82	10	-83.99
10	84	-82.22
84	10	-87.09
10	100	-74.92
100	10	-78.39
11	12	-84.74
12	11	-84.42
11	14	-74.46
14	11	-76.11
11	15	-86.38
15	11	-78.81
11	20	-88.72
20	11	-81.40
11	21	-78.65
21	11	-80.34
11	23	-70.39
23	11	-67.98
11	24	-87.47
24	11	-83.43
11	26	-88.57
26	11	-89.33
11	35	-72.82
35	11	-69.07
11	41	-83.80
41	11	-84.34
11	51	-86.04
51	11	-83.67
11	52	-87.30
52	11	-86.64
11	57	-85.75
57	11	-81.50
11	58	-83.27
58	11	-84.11
11	83	-85.35
83	11	-83.82
11	90	-87.00
90	11	-86.05
11	96	-87.81
96	11	-84.25
11	97	-84.63
97	11	-84.86
11	100	-80.58
100	11	-78.57
12	13	-78.65
13	12	-75.66
12	15	-81.86
15	12	-74.61
12	16	-81.96
16	12	-82.89
12	20	-74.88
20	12	-67.88
12	21	-80.26
21	12	-82.27
12	23	-87.13
23	12	-85.05
12	26	-52.88
26	12	-53.96
12	29	-66.78
29	12	-65.51
12	30	-86.60
30	12	-86.30
12	34	-86.53
34	12	-85.92
12	38	-83.56
38	12	-83.45
12	39	-86.48
39	12	-83.10
12	40	-83.26
40	12	-79.68
12	41	-85.93
41	12	-86.79
12	46	-89.78
46	12	-87.64
12	51	-75.31
51	12	-73.26
12	57	-73.79
57	12	-69.87
12	60	-86.80
60	12	-89.73
12	63	-89.41
63	12	-85.99
12	64	-86.04
64	12	-80.22
12	75	-82.52
75	12	-80.47
12	80	-85.72
80	12	-87.88
12	82	-74.67
82	12	-69.57
12	89	-87.58
89	12	-87.30
12	96	-85.35
96	12	-82.10
12	97	-83.68
97	12	-84.23
12	100	-78.48
100	12	-76.78
13	25	-80.85
25	13	-81.56
13	27	-65.03
27	13	-65.11
13	29	-78.57
29	13	-80.29
13	30	-86.58
30	13	-89.27
13	32	-80.74
32	13	-80.26
13	34	-68.65
34	13	-71.03
13	38	-86.34
38	13	-89.22
13	39	-76.11
39	13	-75.72
13	40	-87.32
40	13	-86.73
13	43	-81.68
43	13	-78.39
13	50	-81.94
50	13	-85.87
13	55	-81.99
55	13	-83.35
13	59	-88.24
59	13	-86.67
13	61	-62.29
61	13	-59.90
13	64	-86.46
64	13	-83.63
13	71	-77.54
71	13	-78.96
13	73	-82.34
73	13	-89.12
13	75	-68.26
75	13	-69.19
13	76	-86.23
76	13	-86.66
13	77	-75.49
77	13	-78.06
13	80	-81.92
80	13	-87.07
13	87	-84.20
87	13	-87.74
14	23	-85.70
23	14	-81.64
14	26	-88.40
26	14	-87.51
14	30	-86.52
30	14	-84.25
14	35	-68.35
35	14	-62.95
14	41	-72.05
41	14	-70.93
14	46	-89.15
46	14	-85.05
14	47	-88.56
47	14	-83.99
14	51	-85.75
51	14	-81.72
14	52	-84.27
52	14	-81.96
14	58	-88.10
58	14	-87.29
14	66	-87.21
66	14	-86.15
14	82	-87.26
82	14	-80.18
14	83	-84.07
83	14	-80.89
14	85	-86.34
85	14	-83.37
14	90	-75.66
90	14	-73.06
14	92	-88.30
92	14	-81.73
14	96	-86.83
96	14	-81.61
14	100	-81.35
100	14	-77.68
15	16	-81.56
16	15	-89.74
15	17	-78.87
17	15	-81.95
15	20	-80.87
20	15	-81.11
15	21	-76.32
21	15	-85.58
15	23	-78.98
23	15	-84.14
15	26	-71.69
26	15	-80.01
15	29	-71.59
29	15	-77.57
15	30	-81.44
30	15	-88.40
15	32	-77.20
32	15	-80.99
15	36	-73.81
36	15	-81.53
15	37	-85.80
37	15	-89.95
15	41	-73.72
41	15	-81.83
15	46	-80.47
46	15	-85.58
15	53	-73.40
53	15	-80.76
15	58	-81.57
58	15	-89.98
15	59	-75.43
59	15	-78.12
15	61	-87.78
61	15	-89.66
15	63	-83.10
63	15	-86.93
15	64	-87.83
64	15	-89.26
15	66	-78.17
66	15	-86.34
15	82	-49.85
82	15	-52.00
15	88	-70.81
88	15	-80.64
15	89	-81.85
89	15	-88.81
15	96	-67.94
96	15	-71.94
15	100	-72.16
100	15	-77.71
16	20	-75.75
20	16	-67.81
16	21	-81.71
21	16	-82.79
16	24	-83.32
24	16	-78.67
16	26	-87.65
26	16	-87.79
16	27	-89.11
27	16	-85.27
16	29	-78.65
29	16	-76.45
16	30	-84.60
30	16	-83.37
16	32	-89.16
32	16	-84.76
16	34	-80.65
34	16	-79.10
16	36	-87.23
36	16	-86.77
16	39	-88.14
39	16	-83.83
16	40	-77.39
40	16	-72.88
16	41	-89.96
41	16	-89.88
16	43	-85.24
43	16	-78.03
16	46	-87.46
46	16	-84.40
16	50	-87.39
50	16	-87.39
16	57	-66.70
57	16	-61.84
16	64	-78.20
64	16	-71.45
16	75	-84.19
75	16	-81.20
16	77	-88.13
77	16	-86.78
16	82	-85.57
82	16	-79.53
16	92	-83.19
92	16	-77.66
16	96	-89.68
96	16	-85.50
16	100	-79.08
100	16	-76.46
17	36	-83.25
36	17	-87.88
17	38	-68.19
38	17	-72.24
17	43	-77.81
43	17	-75.70
17	49	-72.97
49	17	-75.31
17	55	-66.69
55	17	-69.22
17	60	-76.96
60	17	-84.05
17	61	-84.08
61	17	-82.87
17	69	-83.69
69	17	-83.27
17	70	-62.58
70	17	-64.31
17	71	-74.02
71	17	-76.61
17	72	-81.63
72	17	-84.95
17	73	-77.09
73	17	-85.03
17	87	-72.58
87	17	-77.29
17	94	-85.25
94	17	-87.58
17	96	-86.18
96	17	-87.09
18	23	-86.80
23	18	-81.36
18	37	-82.75
37	18	-76.31
18	41	-87.64
41	18	-85.15
18	48	-82.57
48	18	-75.29
18	53	-78.76
53	18	-75.52
18	66	-63.49
66	18	-61.06
18	78	-81.23
78	18	-79.69
18	86	-80.43
86	18	-75.14
18	89	-89.99
89	18	-86.36
18	92	-71.99
92	18	-64.05
19	28	-67.86
28	19	-65.26
19	44	-86.91
44	19	-86.53
19	53	-88.41
53	19	-87.51
19	54	-82.28
54	19	-82.38
19	62	-80.67
62	19	-80.28
19	66	-85.04
66	19	-84.94
19	76	-83.51
76	19	-79.93
19	78	-87.79
78	19	-88.59
19	86	-71.44
86	19	-68.48
19	88	-81.85
88	19	-83.42
19	89	-88.94
89	19	-87.65
19	99	-73.60
99	19	-70.63
20	21	-54.98
21	20	-64.00
20	24	-81.45
24	20	-84.73
20	26	-68.07
26	20	-76.15
20	29	-74.08
29	20	-79.82
20	30	-74.25
30	20	-80.96
20	32	-80.72
32	20	-84.26
20	34	-80.91
34	20	-87.30
20	35	-77.84
35	20	-81.41
20	39	-86.27
39	20	-89.89
20	40	-59.53
40	20	-62.95
20	42	-77.70
42	20	-89.19
20	43	-83.73
43	20	-84.46
20	46	-76.76
46	20	-81.63
20	51	-70.07
51	20	-75.02
20	57	-46.52
57	20	-49.60
20	61	-87.94
61	20	-89.58
20	63	-79.63
63	20	-83.21
20	64	-70.43
64	20	-71.61
20	75	-71.62
75	20	-76.56
20	76	-80.77
76	20	-85.21
20	80	-75.52
80	20	-84.69
20	82	-82.24
82	20	-84.14
20	83	-82.75
83	20	-88.55
20	96	-83.68
96	20	-87.44
20	97	-77.29
97	20	-84.84
20	100	-74.94
100	20	-80.25
21	26	-85.79
26	21	-84.86
21	27	-88.78
27	21	-83.86
21	30	-71.81
30	21	-69.51
21	33	-85.34
33	21	-78.34
21	39	-89.20
39	21	-83.80
21	40	-73.83
40	21	-68.24
21	41	-89.45
41	21	-88.29
21	45	-89.84
45	21	-85.99
21	46	-82.77
46	21	-78.62
21	51	-87.35
51	21	-83.28
21	57	-66.91
57	21	-60.97
21	59	-88.53
59	21	-81.96
21	63	-82.68
63	21	-77.25
21	82	-88.31
82	21	-81.19
21	96	-84.68
96	21	-79.42
21	100	-76.79
100	21	-73.09
22	23	-82.79
23	22	-84.21
22	24	-89.31
24	22	-89.09
22	25	-86.96
25	22	-88.18
22	33	-82.55
33	22	-81.07
22	34	-83.42
34	22	-86.32
22	39	-82.91
39	22	-83.03
22	40	-83.86
40	22	-83.79
22	45	-82.46
45	22	-84.13
22	46	-87.74
46	22	-89.10
22	50	-58.23
50	22	-62.68
22	59	-86.54
59	22	-85.48
22	64	-69.68
64	22	-67.36
22	68	-84.48
68	22	-84.91
22	75	-81.63
75	22	-83.08
22	84	-77.23
84	22	-80.43
23	30	-69.52
30	23	-71.31
23	35	-75.40
35	23	-74.06
23	37	-75.75
37	23	-74.73
23	40	-81.30
40	23	-79.81
23	41	-77.00
41	23	-79.94
23	42	-77.59
42	23	-84.16
23	46	-61.62
46	23	-61.57
23	48	-87.08
48	23	-85.24
23	51	-81.76
51	23	-81.79
23	53	-80.94
53	23	-83.14
23	57	-81.97
57	23	-80.13
23	59	-89.62
59	23	-87.14
23	63	-88.63
63	23	-87.30
23	66	-85.13
66	23	-88.13
23	80	-81.11
80	23	-85.36
23	82	-75.92
82	23	-72.91
23	83	-85.78
83	23	-86.65
23	90	-85.04
90	23	-86.50
23	92	-82.06
92	23	-79.55
23	93	-85.16
93	23	-87.13
23	96	-72.02
96	23	-70.85
23	97	-80.81
97	23	-83.44
23	100	-78.35
100	23	-78.75
24	27	-87.56
27	24	-88.36
24	29	-81.17
29	24	-83.62
24	30	-85.61
30	24	-89.03
24	39	-87.38
39	24	-87.72
24	40	-82.28
40	24	-82.42
24	42	-79.14
42	24	-87.35
24	51	-87.64
51	24	-89.30
24	59	-82.84
59	24	-82.00
24	63	-76.15
63	24	-76.45
24	64	-86.52
64	24	-84.42
24	75	-85.56
75	24	-87.22
24	80	-65.70
80	24	-71.58
24	82	-85.47
82	24	-84.08
24	84	-77.72
84	24	-81.13
24	93	-83.08
93	24	-86.69
24	94	-85.42
94	24	-87.31
25	27	-84.07
27	25	-83.44
25	34	-86.29
34	25	-87.96
25	38	-85.16
38	25	-87.34
25	39	-77.12
39	25	-76.02
25	40	-86.21
40	25	-84.91
25	45	-89.36
45	25	-89.81
25	49	-86.32
49	25	-86.78
25	50	-85.27
50	25	-88.49
25	56	-82.68
56	25	-85.35
25	61	-89.29
61	25	-86.21
25	64	-89.35
64	25	-85.81
25	65	-85.67
65	25	-89.60
25	68	-84.35
68	25	-83.56
25	69	-78.70
69	25	-76.40
25	71	-80.70
71	25	-81.41
25	73	-82.14
73	25	-88.21
25	75	-87.75
75	25	-87.97
25	84	-87.95
84	25	-89.93
26	29	-72.58
29	26	-70.23
26	30	-88.29
30	26	-86.92
26	33	-89.68
33	26	-83.61
26	40	-89.15
40	26	-84.50
26	41	-87.08
41	26	-86.86
26	43	-86.10
43	26	-78.75
26	46	-81.69
46	26	-78.48
26	49	-87.35
49	26	-84.45
26	57	-77.65
57	26	-72.65
26	59	-81.28
59	26	-75.64
26	63	-84.24
63	26	-79.74
26	64	-88.43
64	26	-81.53
26	66	-88.63
66	26	-88.47
26	71	-82.43
71	26	-79.79
26	75	-85.91
75	26	-82.78
26	82	-75.05
82	26	-68.87
26	83	-89.08
83	26	-86.79
26	96	-82.51
96	26	-78.18
26	100	-77.84
100	26	-75.07
27	29	-79.57
29	27	-81.22
27	30	-85.01
30	27	-87.63
27	34	-81.53
34	27	-83.83
27	43	-64.99
43	27	-61.63
27	49	-86.88
49	27	-87.97
27	51	-82.89
51	27	-83.75
27	55	-77.39
55	27	-78.68
27	57	-86.87
57	27	-85.86
27	59	-83.41
59	27	-81.76
27	60	-82.45
60	27	-88.30
27	61	-71.81
61	27	-69.36
27	65	-73.92
65	27	-78.48
27	70	-82.99
70	27	-83.47
27	71	-63.86
71	27	-65.20
27	72	-86.77
72	27	-88.84
27	73	-83.04
73	27	-89.74
27	75	-82.75
75	27	-83.61
27	77	-71.00
77	27	-73.49
27	87	-77.32
87	27	-80.79
27	89	-82.51
89	27	-85.15
27	96	-87.75
96	27	-87.41
28	32	-88.99
32	28	-87.11
28	36	-78.47
36	28	-80.53
28	44	-86.10
44	28	-88.32
28	48	-88.93
48	28	-86.58
28	54	-72.48
54	28	-75.18
28	55	-87.64
55	28	-87.60
28	59	-87.91
59	28	-84.93
28	62	-46.47
62	28	-48.68
28	66	-74.23
66	28	-76.72
28	76	-75.68
76	28	-74.70
28	86	-83.31
86	28	-82.95
28	88	-85.82
88	28	-89.99
28	89	-83.50
89	28	-84.80
28	99	-74.14
99	28	-73.77
29	30	-77.18
30	29	-78.16
29	32	-86.99
32	29	-84.79
29	34	-83.89
34	29	-84.55
29	38	-78.52
38	29	-79.68
29	39	-84.90
39	29	-82.79
29	40	-77.35
40	29	-75.04
29	43	-88.32
43	29	-83.31
29	55	-85.29
55	29	-84.93
29	57	-77.73
57	29	-75.07
29	59	-81.07
59	29	-77.78
29	62	-87.63
62	29	-89.52
29	63	-89.03
63	29	-86.88
29	64	-84.47
64	29	-79.92
29	71	-88.22
71	29	-87.92
29	75	-81.40
75	29	-80.62
29	77	-86.41
77	29	-87.26
29	82	-80.25
82	29	-76.42
29	89	-83.20
89	29	-84.19
29	96	-85.93
96	29	-83.95
29	100	-86.61
100	29	-86.18
30	32	-84.47
32	30	-81.30
30	35	-88.48
35	30	-85.35
30	40	-69.90
40	30	-66.62
30	46	-77.13
46	30	-75.29
30	51	-82.01
51	30	-80.25
30	53	-86.60
53	30	-87.01
30	57	-67.58
57	30	-63.95
30	58	-86.83
58	30	-88.28
30	59	-84.48
59	30	-80.21
30	64	-77.89
64	30	-72.37
30	75	-84.68
75	30	-82.92
30	82	-82.19
82	30	-77.38
30	83	-79.31
83	30	-78.39
30	84	-81.75
84	30	-81.74
30	86	-86.43
86	30	-84.78
30	92	-88.09
92	30	-83.78
30	96	-74.56
96	30	-71.60
30	97	-79.61
97	30	-80.45
30	100	-85.39
100	30	-83.99
31	37	-82.33
37	31	-82.52
31	44	-75.42
44	31	-79.35
31	48	-76.24
48	31	-75.60
31	66	-80.98
66	31	-85.19
31	74	-84.86
74	31	-84.25
31	78	-68.98
78	31	-74.08
31	86	-84.10
86	31	-85.45
32	36	-64.64
36	32	-68.58
32	37	-85.30
37	32	-85.67
32	38	-74.32
38	32	-77.68
32	43	-82.61
43	32	-79.80
32	46	-84.87
46	32	-86.20
32	54	-83.61
54	32	-88.19
32	55	-87.76
55	32	-89.60
32	59	-69.85
59	32	-68.75
32	60	-79.99
60	32	-86.39
32	71	-86.04
71	32	-87.93
32	82	-74.50
82	32	-72.86
32	86	-85.32
86	32	-86.84
32	87	-81.63
87	32	-85.64
32	88	-72.00
88	32	-78.05
32	89	-79.53
89	32	-82.71
32	92	-86.23
92	32	-85.10
32	96	-84.57
96	32	-84.79
32	100	-82.33
100	32	-84.10
33	34	-79.86
34	33	-84.24
33	39	-71.75
39	33	-73.35
33	45	-62.01
45	33	-65.17
33	50	-73.73
50	33	-79.66
33	56	-80.18
56	33	-85.55
33	63	-85.79
63	33	-87.36
33	67	-84.15
67	33	-88.12
33	68	-86.00
68	33	-87.92
33	70	-83.28
70	33	-85.83
33	75	-86.61
75	33	-89.54
33	93	-84.31
93	33	-89.18
33	94	-80.09
94	33	-83.25
34	37	-86.43
37	34	-83.95
34	39	-52.07
39	34	-49.30
34	50	-86.50
50	34	-88.05
34	55	-86.61
55	34	-85.59
34	57	-82.30
57	34	-78.98
34	61	-74.56
61	34	-69.80
34	64	-78.99
64	34	-73.78
34	71	-89.04
71	34	-88.08
34	75	-73.75
75	34	-72.30
34	86	-87.49
86	34	-86.16
34	89	-86.35
89	34	-86.68
34	90	-86.76
90	34	-86.74
34	94	-87.07
94	34	-85.85
35	37	-87.73
37	35	-88.06
35	40	-73.11
40	35	-72.96
35	41	-80.15
41	35	-84.43
35	42	-81.93
42	35	-89.84
35	46	-72.14
46	35	-73.43
35	51	-67.97
51	35	-69.34
35	52	-86.50
52	35	-89.58
35	57	-81.18
57	35	-80.68
35	75	-87.05
75	35	-88.42
35	82	-74.69
82	35	-73.02
35	83	-76.06
83	35	-78.27
35	85	-84.41
85	35	-86.84
35	90	-79.38
90	35	-82.17
35	96	-78.55
96	35	-78.73
35	97	-65.27
97	35	-69.25
35	98	-82.89
98	35	-85.60
35	100	-80.97
100	35	-82.70
36	37	-77.73
37	36	-74.15
36	41	-84.14
41	36	-84.52
36	54	-88.23
54	36	-88.87
36	55	-83.01
55	36	-80.91
36	59	-83.51
59	36	-78.47
36	60	-77.86
60	36	-80.32
36	61	-89.59
61	36	-83.74
36	62	-86.65
62	36	-86.80
36	66	-85.24
66	36	-85.67
36	73	-83.48
73	36	-86.79
36	76	-89.51
76	36	-86.47
36	82	-88.69
82	36	-83.11
36	86	-85.24
86	36	-82.82
36	88	-74.62
88	36	-76.73
36	89	-81.34
89	36	-80.59
36	100	-88.21
100	36	-86.04
37	38	-80.71
38	37	-83.70
37	40	-81.89
40	37	-81.41
37	41	-85.15
41	37	-89.10
37	44	-83.65
44	37	-87.38
37	46	-88.53
46	37	-89.49
37	48	-81.63
48	37	-80.79
37	51	-86.21
51	37	-87.26
37	53	-84.00
53	37	-87.21
37	54	-79.35
54	37	-83.56
37	58	-84.62
